Date,State,Housing Inventory,Construction Costs,Land Availability,Interest Rates,Economic Conditions,Population Growth,Consumer Confidence,Demographic Trends,Location & Amenities,House Price ($),House Area (sqft)
2010-08-10,Maine,196594,128699,Limited,4.4,Strong,0.62,Moderate,Aging Population,"Urban, Good Schools",336647,1632
2010-08-11,Oregon,85292,102958,Limited,4.46,Weak,1.67,Moderate,Aging Population,"Urban, Good Schools",709427,3365
2010-08-12,Pennsylvania,84202,184526,Abundant,5.52,Weak,1.97,Moderate,Millennial Buyers,"Suburban, Transport",423482,1949
2010-08-13,Maryland,150214,192871,Limited,5.94,Strong,0.81,Moderate,Aging Population,"Urban, Good Schools",404215,3769
2010-08-14,Tennessee,76065,175372,Abundant,3.63,Weak,1.21,Low,Millennial Buyers,"Suburban, Transport",168522,1753
2010-08-15,Missouri,155734,112385,Abundant,4.65,Strong,1.98,High,Aging Population,"Suburban, Transport",661995,1356
2010-08-16,North Carolina,95996,171048,Limited,4.04,Strong,1.59,Low,Millennial Buyers,"Urban, Good Schools",489800,2841
2010-08-17,Tennessee,92611,145347,Abundant,4.69,Strong,1.54,High,Millennial Buyers,"Suburban, Transport",577843,1112
2010-08-18,Nebraska,96432,185058,Limited,3.87,Strong,1.63,High,Aging Population,"Suburban, Transport",402734,2724
2010-08-19,Nebraska,148387,103201,Limited,4.06,Weak,1.11,High,Millennial Buyers,"Suburban, Transport",458746,2747
2010-08-20,Maine,119137,107639,Abundant,5.12,Moderate,1.14,High,Aging Population,"Urban, Good Schools",785192,1804
2010-08-21,Montana,118377,138985,Abundant,3.34,Moderate,1.51,Low,Aging Population,"Urban, Good Schools",755934,1004
2010-08-22,Oregon,69416,109905,Abundant,5.58,Moderate,0.71,Moderate,Millennial Buyers,"Urban, Good Schools",208938,2450
2010-08-23,Montana,107683,177958,Abundant,5.66,Strong,0.81,High,Aging Population,"Suburban, Transport",390413,3559
2010-08-24,Nebraska,159516,162213,Abundant,4.04,Strong,1.75,Low,Aging Population,"Urban, Good Schools",604869,3240
2010-08-25,Illinois,172163,177294,Abundant,3.32,Weak,1.45,High,Millennial Buyers,"Urban, Good Schools",559861,3391
2010-08-26,New Hampshire,95292,126669,Abundant,5.8,Strong,1.45,Low,Millennial Buyers,"Urban, Good Schools",244122,2530
2010-08-27,Tennessee,166100,138896,Abundant,4.43,Weak,1.06,Moderate,Millennial Buyers,"Suburban, Transport",155519,2284
2010-08-28,Texas,149475,104499,Abundant,4.2,Moderate,1.08,High,Millennial Buyers,"Suburban, Transport",699549,2992
2010-08-29,Illinois,54327,111662,Limited,4.34,Strong,1.42,High,Millennial Buyers,"Suburban, Transport",185041,2251
2010-08-30,New York,168135,184240,Abundant,4.95,Weak,0.84,High,Aging Population,"Urban, Good Schools",1661179,3438
2010-08-31,Montana,89356,153759,Limited,4.1,Weak,1.5,Moderate,Millennial Buyers,"Urban, Good Schools",297614,1892
2010-09-01,New Jersey,138926,189392,Abundant,3.03,Strong,0.55,Moderate,Aging Population,"Urban, Good Schools",764808,2531
2010-09-02,Arizona,72696,130793,Limited,3.74,Weak,1.33,Moderate,Millennial Buyers,"Suburban, Transport",791558,3689
2010-09-03,Florida,158419,112883,Abundant,3.0,Weak,0.84,Low,Millennial Buyers,"Urban, Good Schools",619448,3090
2010-09-04,Ohio,188822,155886,Limited,4.71,Weak,1.99,Moderate,Aging Population,"Suburban, Transport",784988,2320
2010-09-05,Hawaii,81115,160847,Abundant,3.96,Moderate,1.57,Low,Aging Population,"Urban, Good Schools",275424,1885
2010-09-06,Kansas,167382,192630,Limited,4.48,Moderate,1.86,Low,Aging Population,"Suburban, Transport",672213,2258
2010-09-07,Oklahoma,119351,171545,Abundant,4.0,Weak,1.94,Low,Aging Population,"Suburban, Transport",634659,3537
2010-09-08,Alabama,129924,194019,Abundant,3.45,Moderate,0.64,High,Aging Population,"Suburban, Transport",404524,3242
2010-09-09,Connecticut,109875,197334,Limited,4.15,Strong,1.5,Low,Aging Population,"Suburban, Transport",371502,3636
2010-09-10,New Mexico,195691,113647,Abundant,4.17,Strong,0.75,Low,Millennial Buyers,"Urban, Good Schools",393121,1828
2010-09-11,Indiana,162690,189767,Limited,4.3,Weak,0.62,Low,Millennial Buyers,"Suburban, Transport",180709,1700
2010-09-12,Oklahoma,176190,106137,Abundant,4.44,Weak,1.11,High,Millennial Buyers,"Urban, Good Schools",256254,1030
2010-09-13,Mississippi,115972,176701,Abundant,5.47,Moderate,1.91,Moderate,Millennial Buyers,"Urban, Good Schools",192614,1515
2010-09-14,Texas,165847,111500,Abundant,5.44,Weak,0.65,High,Millennial Buyers,"Urban, Good Schools",283879,3602
2010-09-15,Idaho,62194,176282,Abundant,5.08,Strong,0.7,Moderate,Millennial Buyers,"Suburban, Transport",540242,2326
2010-09-16,Georgia,130634,183226,Limited,5.6,Strong,1.64,High,Millennial Buyers,"Urban, Good Schools",769644,2386
2010-09-17,Utah,188958,114880,Limited,5.22,Strong,0.53,High,Aging Population,"Urban, Good Schools",482257,3393
2010-09-18,Washington,94111,133675,Abundant,3.89,Moderate,0.88,Moderate,Aging Population,"Suburban, Transport",479783,1164
2010-09-19,Wisconsin,197141,187334,Limited,3.45,Strong,1.49,High,Aging Population,"Suburban, Transport",768845,1469
2010-09-20,Arizona,133911,155674,Limited,3.97,Weak,0.71,Moderate,Aging Population,"Urban, Good Schools",708687,1001
2010-09-21,Alabama,126421,184277,Limited,5.04,Strong,1.97,Moderate,Millennial Buyers,"Suburban, Transport",717306,3665
2010-09-22,Texas,123008,190902,Abundant,5.11,Strong,1.17,High,Aging Population,"Suburban, Transport",334019,2403
2010-09-23,Virginia,174012,165199,Abundant,3.82,Moderate,1.96,Low,Aging Population,"Urban, Good Schools",554497,2092
2010-09-24,Illinois,149088,142150,Abundant,3.69,Moderate,0.73,High,Aging Population,"Suburban, Transport",234711,2263
2010-09-25,Alaska,190631,156954,Abundant,5.01,Weak,1.96,Low,Millennial Buyers,"Suburban, Transport",736810,2204
2010-09-26,Montana,88109,192005,Abundant,4.86,Strong,1.53,Moderate,Aging Population,"Suburban, Transport",185002,2159
2010-09-27,Missouri,89404,190007,Abundant,5.07,Weak,1.55,Low,Millennial Buyers,"Suburban, Transport",747094,2420
2010-09-28,Wyoming,96692,105011,Abundant,3.35,Strong,0.98,High,Millennial Buyers,"Urban, Good Schools",342952,1618
2010-09-29,Massachusetts,147379,105159,Limited,4.82,Moderate,0.59,High,Millennial Buyers,"Suburban, Transport",342838,3503
2010-09-30,Tennessee,87125,117287,Abundant,3.26,Weak,1.28,Low,Aging Population,"Suburban, Transport",290764,1600
2010-10-01,Oklahoma,159223,158189,Abundant,3.94,Moderate,1.86,Moderate,Aging Population,"Urban, Good Schools",240605,1462
2010-10-02,Colorado,144783,149474,Abundant,5.19,Moderate,1.03,Low,Millennial Buyers,"Suburban, Transport",432438,3624
2010-10-03,Oregon,51371,132556,Abundant,4.63,Weak,1.04,Moderate,Aging Population,"Urban, Good Schools",280398,1561
2010-10-04,Illinois,51202,179144,Abundant,4.83,Weak,1.36,Moderate,Aging Population,"Suburban, Transport",273310,3203
2010-10-05,Michigan,93607,124011,Abundant,3.95,Moderate,0.59,Moderate,Aging Population,"Urban, Good Schools",186353,2194
2010-10-06,Montana,115883,108672,Limited,3.21,Weak,0.83,Low,Aging Population,"Suburban, Transport",281419,2754
2010-10-07,Indiana,171008,123126,Limited,3.76,Weak,1.34,Low,Millennial Buyers,"Urban, Good Schools",797461,1018
2010-10-08,Tennessee,111102,140481,Limited,5.21,Weak,1.88,Low,Aging Population,"Suburban, Transport",622552,2309
2010-10-09,Louisiana,99104,120311,Abundant,3.27,Strong,0.96,Low,Aging Population,"Suburban, Transport",736554,2054
2010-10-10,Ohio,80313,181366,Abundant,5.92,Moderate,1.69,Low,Millennial Buyers,"Urban, Good Schools",200995,3177
2010-10-11,Nebraska,110659,169355,Limited,3.14,Weak,1.36,Moderate,Aging Population,"Suburban, Transport",365082,1724
2010-10-12,Louisiana,64793,133369,Abundant,3.64,Moderate,1.1,Moderate,Aging Population,"Urban, Good Schools",360107,3911
2010-10-13,Connecticut,162967,197751,Limited,3.26,Moderate,1.16,Low,Millennial Buyers,"Suburban, Transport",371593,2914
2010-10-14,Michigan,112994,153989,Abundant,4.96,Weak,1.33,Moderate,Aging Population,"Urban, Good Schools",563922,2614
2010-10-15,California,79930,162555,Abundant,5.29,Moderate,1.2,High,Millennial Buyers,"Urban, Good Schools",1540944,3696
2010-10-16,Florida,94338,166663,Limited,5.32,Moderate,1.69,Low,Millennial Buyers,"Suburban, Transport",204351,3613
2010-10-17,Pennsylvania,168858,163058,Abundant,5.57,Moderate,1.47,Moderate,Millennial Buyers,"Suburban, Transport",675491,3729
2010-10-18,New Hampshire,81472,110810,Abundant,5.38,Strong,1.49,High,Aging Population,"Suburban, Transport",730696,3177
2010-10-19,Connecticut,61988,181737,Limited,3.51,Weak,0.71,Moderate,Aging Population,"Suburban, Transport",497254,1697
2010-10-20,Connecticut,76327,136592,Limited,4.54,Strong,1.31,Moderate,Aging Population,"Urban, Good Schools",787882,2246
2010-10-21,Connecticut,159587,139671,Abundant,5.95,Weak,1.11,Moderate,Millennial Buyers,"Urban, Good Schools",728116,2123
2010-10-22,West Virginia,108600,159199,Limited,4.77,Weak,1.32,Low,Millennial Buyers,"Suburban, Transport",386961,3029
2010-10-23,Kentucky,164766,100826,Limited,5.01,Weak,1.89,Moderate,Millennial Buyers,"Urban, Good Schools",649732,1780
2010-10-24,Pennsylvania,156149,163734,Limited,4.56,Moderate,1.43,Low,Millennial Buyers,"Suburban, Transport",684707,1607
2010-10-25,Idaho,138567,130578,Abundant,3.79,Moderate,1.8,Low,Millennial Buyers,"Suburban, Transport",580088,2609
2010-10-26,Alabama,192608,187506,Abundant,5.39,Strong,1.91,Moderate,Millennial Buyers,"Urban, Good Schools",758017,2697
2010-10-27,North Carolina,174912,180291,Limited,3.76,Strong,1.33,Moderate,Aging Population,"Suburban, Transport",664607,1069
2010-10-28,Kentucky,161065,124214,Limited,5.65,Strong,0.92,High,Millennial Buyers,"Urban, Good Schools",613958,1281
2010-10-29,Iowa,132875,177865,Limited,5.97,Weak,0.84,Low,Millennial Buyers,"Urban, Good Schools",648773,3091
2010-10-30,Oklahoma,76891,184646,Limited,5.64,Weak,1.4,Moderate,Aging Population,"Urban, Good Schools",195443,1890
2010-10-31,Oklahoma,190876,139060,Abundant,4.35,Strong,1.48,Moderate,Millennial Buyers,"Suburban, Transport",354399,2509
2010-11-01,Ohio,132227,165906,Abundant,4.58,Moderate,0.83,High,Millennial Buyers,"Suburban, Transport",619138,3713
2010-11-02,Oregon,110866,183628,Limited,3.35,Moderate,1.1,High,Aging Population,"Urban, Good Schools",655137,3185
2010-11-03,Minnesota,58529,164686,Limited,5.07,Strong,0.86,Low,Millennial Buyers,"Urban, Good Schools",558545,3318
2010-11-04,Oklahoma,64082,178547,Abundant,5.54,Strong,1.28,Moderate,Aging Population,"Urban, Good Schools",424897,2394
2010-11-05,Rhode Island,158833,117910,Limited,4.1,Strong,0.95,High,Aging Population,"Suburban, Transport",313672,3437
2010-11-06,New Jersey,101186,176316,Limited,4.51,Weak,0.88,High,Aging Population,"Suburban, Transport",706434,2651
2010-11-07,Iowa,186527,135547,Abundant,4.38,Moderate,1.16,High,Millennial Buyers,"Urban, Good Schools",254511,2626
2010-11-08,Maine,108944,154095,Limited,5.11,Weak,0.87,High,Aging Population,"Suburban, Transport",234389,3463
2010-11-09,Delaware,182415,143872,Abundant,4.3,Weak,1.24,Low,Aging Population,"Urban, Good Schools",376957,3457
2010-11-10,Colorado,185564,142653,Limited,4.77,Weak,0.57,Low,Millennial Buyers,"Suburban, Transport",223973,1397
2010-11-11,Alabama,55610,191995,Abundant,4.63,Strong,1.46,Low,Aging Population,"Suburban, Transport",290069,1374
2010-11-12,Nevada,115379,152053,Limited,5.49,Weak,1.13,High,Aging Population,"Urban, Good Schools",246989,2105
2010-11-13,New Hampshire,57904,167786,Abundant,4.81,Strong,1.19,Moderate,Aging Population,"Suburban, Transport",680703,2754
2010-11-14,Oklahoma,141649,134162,Abundant,3.56,Weak,1.82,High,Aging Population,"Urban, Good Schools",424521,2038
2010-11-15,Massachusetts,88001,114152,Limited,4.41,Weak,0.8,Low,Aging Population,"Urban, Good Schools",672071,1092
2010-11-16,Montana,99510,154056,Abundant,3.5,Weak,0.85,Moderate,Millennial Buyers,"Suburban, Transport",590416,2061
2010-11-17,Massachusetts,153094,155829,Limited,4.76,Strong,0.96,High,Aging Population,"Suburban, Transport",634229,3040
2010-11-18,Mississippi,87350,143348,Abundant,5.49,Moderate,0.85,Moderate,Millennial Buyers,"Suburban, Transport",244371,3772
2010-11-19,Wyoming,194482,105180,Limited,3.26,Weak,1.35,High,Millennial Buyers,"Suburban, Transport",759651,3420
2010-11-20,New Hampshire,188521,118651,Limited,5.53,Strong,0.61,Moderate,Aging Population,"Suburban, Transport",542026,3173
2010-11-21,Virginia,77864,131381,Limited,4.89,Moderate,0.7,Moderate,Aging Population,"Urban, Good Schools",525703,3249
2010-11-22,Ohio,150137,145642,Limited,3.45,Weak,1.8,High,Aging Population,"Urban, Good Schools",199642,1372
2010-11-23,Louisiana,59157,142201,Abundant,3.94,Weak,1.44,Moderate,Millennial Buyers,"Suburban, Transport",668802,2987
2010-11-24,Virginia,82823,150695,Limited,4.85,Strong,1.46,Low,Millennial Buyers,"Urban, Good Schools",567629,2757
2010-11-25,Texas,63474,129441,Abundant,5.74,Moderate,1.56,Moderate,Aging Population,"Suburban, Transport",389896,1968
2010-11-26,Maine,163875,101133,Limited,4.81,Strong,0.55,High,Aging Population,"Urban, Good Schools",638964,3662
2010-11-27,Alabama,58079,124197,Abundant,5.41,Moderate,0.91,Moderate,Aging Population,"Urban, Good Schools",381705,1932
2010-11-28,Tennessee,84572,143259,Limited,4.01,Weak,1.13,Low,Millennial Buyers,"Urban, Good Schools",700643,1996
2010-11-29,Georgia,109538,149171,Abundant,5.96,Weak,1.92,Low,Aging Population,"Urban, Good Schools",239702,3150
2010-11-30,South Carolina,52789,141011,Abundant,5.36,Strong,0.99,High,Millennial Buyers,"Suburban, Transport",412227,2800
2010-12-01,Connecticut,160419,184711,Limited,4.29,Weak,1.48,Moderate,Millennial Buyers,"Suburban, Transport",346731,3864
2010-12-02,West Virginia,128272,164603,Limited,4.6,Weak,1.04,Low,Aging Population,"Suburban, Transport",389617,1090
2010-12-03,West Virginia,126629,140231,Limited,3.14,Strong,1.71,High,Aging Population,"Suburban, Transport",767447,3344
2010-12-04,Utah,161970,187626,Abundant,5.56,Strong,0.65,Low,Millennial Buyers,"Urban, Good Schools",392829,3367
2010-12-05,Nebraska,101176,189569,Abundant,4.91,Weak,1.89,High,Millennial Buyers,"Suburban, Transport",677569,3194
2010-12-06,Colorado,179233,141873,Limited,4.59,Strong,1.73,High,Aging Population,"Urban, Good Schools",237287,2233
2010-12-07,Ohio,67689,150720,Limited,4.64,Moderate,0.58,Moderate,Millennial Buyers,"Suburban, Transport",461994,3030
2010-12-08,Nebraska,108577,154447,Limited,5.84,Moderate,1.77,High,Millennial Buyers,"Suburban, Transport",473356,2595
2010-12-09,Washington,135445,194209,Abundant,5.13,Moderate,1.8,High,Millennial Buyers,"Suburban, Transport",240979,2538
2010-12-10,Wyoming,89873,178494,Limited,4.29,Moderate,1.63,Moderate,Millennial Buyers,"Urban, Good Schools",419063,1411
2010-12-11,Nebraska,110864,130782,Abundant,5.82,Moderate,0.77,High,Aging Population,"Urban, Good Schools",423971,1889
2010-12-12,New Mexico,111761,167167,Limited,5.42,Strong,1.23,Low,Aging Population,"Suburban, Transport",449545,1446
2010-12-13,Mississippi,182893,126886,Abundant,3.17,Moderate,1.69,Low,Aging Population,"Suburban, Transport",333060,1630
2010-12-14,Maine,168516,114388,Abundant,4.52,Moderate,1.64,Moderate,Millennial Buyers,"Urban, Good Schools",159993,2275
2010-12-15,Minnesota,74493,133802,Limited,4.59,Weak,1.04,Low,Aging Population,"Suburban, Transport",603320,3362
2010-12-16,Tennessee,56786,162691,Limited,3.9,Weak,0.82,Moderate,Aging Population,"Suburban, Transport",748738,1558
2010-12-17,Georgia,55459,183780,Abundant,3.51,Moderate,1.88,Moderate,Millennial Buyers,"Urban, Good Schools",708467,3858
2010-12-18,Oklahoma,167100,125744,Abundant,3.11,Strong,0.75,High,Millennial Buyers,"Suburban, Transport",288590,2315
2010-12-19,Wyoming,84480,181714,Abundant,5.39,Weak,1.66,High,Aging Population,"Urban, Good Schools",262642,1848
2010-12-20,Indiana,96368,118236,Limited,5.28,Strong,0.67,Moderate,Aging Population,"Suburban, Transport",416207,1746
2010-12-21,Ohio,130954,196516,Limited,4.35,Strong,0.71,High,Aging Population,"Urban, Good Schools",737848,2326
2010-12-22,Wisconsin,139563,162149,Abundant,5.55,Strong,1.32,Moderate,Aging Population,"Urban, Good Schools",276520,3083
2010-12-23,New York,62834,180327,Abundant,3.57,Strong,1.9,Moderate,Millennial Buyers,"Urban, Good Schools",783890,3399
2010-12-24,Ohio,71895,132800,Limited,4.96,Moderate,0.71,Moderate,Millennial Buyers,"Suburban, Transport",172846,2006
2010-12-25,Mississippi,73883,121306,Limited,4.09,Moderate,1.07,Low,Millennial Buyers,"Urban, Good Schools",407573,1032
2010-12-26,New Mexico,173901,104124,Abundant,5.14,Strong,0.63,Low,Aging Population,"Urban, Good Schools",643282,2435
2010-12-27,Oregon,187926,181096,Abundant,5.21,Weak,0.63,Low,Aging Population,"Urban, Good Schools",435964,2270
2010-12-28,Washington,166094,175631,Abundant,5.06,Weak,1.55,Moderate,Aging Population,"Suburban, Transport",784213,2816
2010-12-29,Montana,193962,116273,Abundant,5.47,Weak,1.83,Moderate,Aging Population,"Suburban, Transport",447096,2877
2010-12-30,Maine,90505,105945,Abundant,5.05,Strong,0.95,High,Millennial Buyers,"Urban, Good Schools",518857,2332
2010-12-31,New Hampshire,165606,176620,Abundant,3.68,Weak,1.34,Moderate,Millennial Buyers,"Urban, Good Schools",493190,1260
2011-01-01,Florida,65280,124743,Abundant,3.35,Moderate,1.87,Moderate,Millennial Buyers,"Suburban, Transport",483915,2666
2011-01-02,Virginia,146604,157902,Abundant,4.0,Moderate,0.82,High,Aging Population,"Urban, Good Schools",769286,1277
2011-01-03,South Dakota,87912,123353,Abundant,5.51,Moderate,0.52,Low,Aging Population,"Urban, Good Schools",381711,2214
2011-01-04,Michigan,143649,137667,Limited,3.51,Weak,1.75,Low,Aging Population,"Suburban, Transport",235676,1528
2011-01-05,Nevada,198615,196812,Limited,5.04,Strong,1.64,High,Millennial Buyers,"Urban, Good Schools",536244,3829
2011-01-06,Iowa,179227,115516,Abundant,3.37,Weak,0.7,Low,Aging Population,"Urban, Good Schools",252478,1846
2011-01-07,Alabama,152993,162608,Abundant,3.09,Moderate,1.02,High,Aging Population,"Urban, Good Schools",183077,3984
2011-01-08,Connecticut,110053,171765,Limited,3.56,Moderate,1.85,Moderate,Aging Population,"Urban, Good Schools",708570,1187
2011-01-09,Maryland,187021,167372,Abundant,4.24,Strong,0.6,Moderate,Millennial Buyers,"Urban, Good Schools",570346,1872
2011-01-10,Arizona,77197,178717,Abundant,4.06,Strong,0.83,Low,Millennial Buyers,"Suburban, Transport",265116,1834
2011-01-11,Colorado,162265,164237,Limited,4.14,Strong,1.78,Moderate,Aging Population,"Urban, Good Schools",489608,3470
2011-01-12,South Carolina,123826,186457,Limited,3.72,Strong,1.39,Low,Millennial Buyers,"Suburban, Transport",531484,1727
2011-01-13,Maine,152448,146464,Abundant,4.92,Strong,1.26,Moderate,Millennial Buyers,"Suburban, Transport",188534,1847
2011-01-14,Arkansas,67069,109177,Limited,5.12,Weak,0.79,High,Millennial Buyers,"Urban, Good Schools",360995,2690
2011-01-15,Kentucky,180294,157160,Abundant,3.09,Moderate,0.96,High,Aging Population,"Urban, Good Schools",667043,1219
2011-01-16,Arizona,65120,101001,Abundant,5.63,Moderate,1.56,Moderate,Aging Population,"Suburban, Transport",546467,2630
2011-01-17,New Mexico,104724,120060,Limited,5.39,Weak,0.79,Low,Millennial Buyers,"Urban, Good Schools",587575,3312
2011-01-18,Massachusetts,119038,195927,Limited,3.4,Strong,1.53,High,Aging Population,"Suburban, Transport",399205,3248
2011-01-19,Utah,164838,175788,Abundant,3.63,Strong,1.54,Moderate,Aging Population,"Urban, Good Schools",569812,3773
