Date,State,Housing_Inventory,Construction_Costs,Land_Availability,Interest_Rates,Economic_Conditions,Population_Growth,Consumer_Confidence,Demographic_Trends,House_Price_($),House_Area_(sqft),Location,Amenities
2013-01-21,Nebraska,145096,138868,Limited,3.4,Strong,1.86,Moderate,Millennial Buyers,751016,3642,Suburban,Transport
2015-01-24,Tennessee,106796,136487,Limited,5.28,Moderate,1.88,Moderate,Millennial Buyers,550897,2882,Suburban,Transport
2019-09-25,West Virginia,56391,101682,Limited,5.97,Moderate,1.97,Moderate,Millennial Buyers,619676,2244,Urban,Good Schools
2018-08-20,Louisiana,179805,145706,Limited,3.97,Strong,1.17,High,Millennial Buyers,795421,3288,Suburban,Transport
2018-12-10,Oklahoma,179978,185081,Abundant,3.01,Weak,0.98,Low,Aging Population,344418,1386,Urban,Good Schools
2014-07-24,New York,63520,157959,Limited,4.19,Moderate,1.72,Moderate,Aging Population,1710374,3306,Urban,Good Schools
2011-03-22,West Virginia,193540,109501,Abundant,4.79,Moderate,1.03,Moderate,Millennial Buyers,729246,1771,Urban,Good Schools
2016-02-24,Vermont,84797,110614,Abundant,3.44,Strong,1.12,Moderate,Millennial Buyers,647040,3786,Suburban,Transport
2011-03-29,Alaska,92346,100216,Limited,4.01,Moderate,1.86,Low,Aging Population,474976,2476,Urban,Good Schools
2014-04-01,Wisconsin,168921,108676,Abundant,3.83,Weak,1.58,High,Aging Population,466248,3276,Urban,Good Schools
2022-02-21,Ohio,118429,189825,Abundant,5.6,Weak,0.51,Low,Aging Population,252992,2148,Urban,Good Schools
2018-02-02,Florida,187493,117491,Limited,4.52,Weak,1.86,Moderate,Millennial Buyers,527171,2278,Urban,Good Schools
2010-01-15,Hawaii,158779,152524,Limited,5.73,Moderate,1.83,Low,Millennial Buyers,656561,1856,Urban,Good Schools
2019-12-08,Oklahoma,57808,198594,Limited,4.44,Weak,1.32,Low,Aging Population,237876,1217,Suburban,Transport
2012-08-03,South Dakota,133017,198462,Limited,4.55,Moderate,0.62,Moderate,Aging Population,171324,3071,Suburban,Transport
2010-09-05,Nebraska,108778,199190,Abundant,3.82,Strong,1.39,Low,Millennial Buyers,664740,3799,Suburban,Transport
2022-11-11,Oklahoma,178091,129645,Abundant,5.16,Moderate,1.65,Moderate,Millennial Buyers,601175,1159,Urban,Good Schools
2010-12-27,Washington,183046,192753,Limited,5.0,Weak,1.79,Moderate,Millennial Buyers,412254,3259,Suburban,Transport
2022-10-01,Washington,145027,125186,Limited,4.23,Moderate,0.54,Moderate,Millennial Buyers,485419,2420,Urban,Good Schools
2014-06-03,Ohio,183714,136386,Abundant,5.65,Weak,0.86,Low,Millennial Buyers,338585,1041,Urban,Good Schools
2016-04-22,Minnesota,82630,109239,Limited,4.05,Strong,1.28,Low,Millennial Buyers,296618,1036,Urban,Good Schools
2021-05-04,New Jersey,183567,103617,Abundant,3.6,Strong,1.04,Low,Aging Population,681852,3339,Urban,Good Schools
2018-09-04,Wisconsin,92594,146756,Abundant,5.9,Strong,0.73,Low,Aging Population,681748,2300,Urban,Good Schools
2016-10-14,Louisiana,51069,162837,Limited,4.88,Weak,1.98,High,Aging Population,537612,2428,Suburban,Transport
2021-07-16,Maine,157831,138080,Abundant,4.36,Strong,1.61,Low,Aging Population,516250,2594,Urban,Good Schools
2021-06-12,Massachusetts,81156,146035,Limited,4.78,Weak,1.26,High,Aging Population,720787,1594,Urban,Good Schools
2023-05-17,Wyoming,129151,176878,Limited,4.53,Strong,1.41,Moderate,Aging Population,723583,3249,Urban,Good Schools
2018-08-30,Connecticut,111297,111625,Abundant,4.4,Strong,1.53,High,Aging Population,411329,2513,Urban,Good Schools
2011-05-06,Georgia,196276,138814,Limited,5.75,Weak,1.4,Moderate,Aging Population,243726,1966,Suburban,Transport
2012-05-12,New Mexico,193421,157387,Abundant,4.17,Weak,1.97,Low,Millennial Buyers,769074,3337,Urban,Good Schools
2014-10-07,Kansas,168074,108338,Abundant,3.64,Moderate,1.62,High,Aging Population,285882,2464,Suburban,Transport
2021-03-23,Illinois,179781,180976,Abundant,5.3,Weak,1.99,High,Millennial Buyers,200241,2318,Urban,Good Schools
2022-01-03,Nevada,162560,174222,Abundant,5.81,Moderate,0.8,Moderate,Millennial Buyers,587654,2836,Suburban,Transport
2016-09-13,Massachusetts,133766,108894,Limited,5.83,Weak,1.74,Low,Millennial Buyers,484214,3786,Suburban,Transport
2021-08-01,Georgia,81158,128388,Limited,4.92,Moderate,1.85,High,Aging Population,644559,3737,Urban,Good Schools
2011-05-22,South Dakota,161259,182520,Limited,5.85,Strong,0.69,Low,Aging Population,415730,1110,Suburban,Transport
2017-05-01,Georgia,78081,198915,Limited,5.58,Moderate,0.73,High,Millennial Buyers,447120,3637,Urban,Good Schools
2018-03-15,Nebraska,160065,100662,Abundant,5.04,Strong,1.47,Moderate,Millennial Buyers,489782,2646,Urban,Good Schools
2015-04-27,Texas,181609,141575,Limited,3.61,Moderate,1.6,Moderate,Aging Population,604550,3992,Urban,Good Schools
2013-05-07,Georgia,183811,182882,Limited,5.56,Weak,0.97,High,Millennial Buyers,466216,3589,Urban,Good Schools
2013-01-18,Georgia,128761,113966,Limited,5.91,Strong,0.9,High,Aging Population,774425,3484,Suburban,Transport
2015-03-21,Mississippi,133636,149156,Limited,4.15,Weak,0.51,High,Millennial Buyers,454727,1969,Urban,Good Schools
2019-05-17,Wisconsin,87996,141765,Abundant,3.89,Moderate,1.4,Low,Millennial Buyers,525913,3821,Suburban,Transport
2015-02-21,North Carolina,135535,155182,Abundant,4.82,Moderate,0.91,Low,Millennial Buyers,328893,3468,Urban,Good Schools
2022-10-17,Louisiana,65631,114308,Limited,3.95,Strong,1.77,Moderate,Millennial Buyers,610385,1070,Suburban,Transport
2011-03-10,Virginia,144320,130229,Limited,4.68,Strong,1.35,Moderate,Millennial Buyers,563342,3082,Urban,Good Schools
2016-06-22,Nebraska,61794,132488,Limited,4.24,Moderate,0.56,Low,Millennial Buyers,558106,1966,Urban,Good Schools
2018-08-21,Pennsylvania,182725,104511,Limited,5.59,Moderate,1.93,Moderate,Aging Population,691751,1786,Urban,Good Schools
2017-10-06,Illinois,116960,107520,Abundant,5.84,Strong,0.87,High,Millennial Buyers,374471,1327,Urban,Good Schools
2015-09-24,Rhode Island,99547,162948,Abundant,3.14,Weak,0.82,Low,Millennial Buyers,572432,2011,Suburban,Transport
2018-03-30,Colorado,111896,155131,Abundant,4.35,Strong,1.48,Moderate,Millennial Buyers,241792,1913,Suburban,Transport
2018-08-29,Rhode Island,170312,139192,Abundant,5.24,Weak,0.67,Moderate,Aging Population,697595,3201,Urban,Good Schools
2018-01-24,Pennsylvania,100753,174612,Limited,4.18,Strong,0.66,High,Aging Population,792653,2475,Suburban,Transport
2020-09-21,Kentucky,196449,145166,Abundant,5.92,Weak,1.6,Moderate,Millennial Buyers,615907,3482,Suburban,Transport
2017-12-26,Mississippi,53942,197863,Limited,3.26,Moderate,1.47,Low,Aging Population,391580,2661,Urban,Good Schools
2013-01-07,Texas,188097,155771,Limited,3.94,Strong,0.7,High,Millennial Buyers,655954,3153,Urban,Good Schools
2013-12-19,Maryland,74251,190324,Abundant,3.82,Moderate,1.6,High,Aging Population,226305,2851,Suburban,Transport
2014-09-17,Oklahoma,125478,144251,Abundant,4.39,Weak,1.34,Moderate,Millennial Buyers,682258,2560,Urban,Good Schools
2022-05-16,Texas,99887,108139,Limited,3.01,Moderate,1.24,Low,Aging Population,202695,3544,Suburban,Transport
2020-07-09,Alabama,69738,111289,Limited,5.93,Strong,0.58,Low,Aging Population,530889,2307,Suburban,Transport
2010-06-06,Delaware,88371,106859,Limited,3.75,Moderate,1.12,High,Aging Population,565280,1174,Urban,Good Schools
2018-02-26,Michigan,140982,149175,Abundant,4.07,Weak,1.88,High,Millennial Buyers,352036,2277,Suburban,Transport
2014-11-09,Pennsylvania,144111,149213,Abundant,4.82,Weak,0.61,High,Millennial Buyers,360548,3016,Suburban,Transport
2011-09-08,Georgia,136355,138532,Abundant,3.98,Weak,1.79,High,Aging Population,156835,3221,Suburban,Transport
2011-10-06,Illinois,125521,123939,Limited,3.28,Weak,0.97,High,Millennial Buyers,166717,2434,Suburban,Transport
2015-04-20,Mississippi,98025,196620,Limited,4.47,Strong,0.97,Moderate,Millennial Buyers,265401,1466,Urban,Good Schools
2021-09-17,Montana,148796,105799,Abundant,4.62,Strong,0.92,High,Aging Population,653558,3668,Suburban,Transport
2012-12-04,Arizona,108045,198138,Abundant,5.5,Moderate,1.56,High,Millennial Buyers,738123,1753,Suburban,Transport
2022-03-13,Florida,168321,194283,Limited,4.66,Strong,1.0,High,Millennial Buyers,416538,1849,Urban,Good Schools
2021-05-17,Nevada,76456,189179,Abundant,5.33,Moderate,1.01,High,Aging Population,794618,3470,Urban,Good Schools
2021-08-10,Vermont,73471,152246,Limited,5.26,Moderate,1.77,Low,Millennial Buyers,214301,3709,Urban,Good Schools
2023-05-01,Arizona,52470,199720,Limited,5.27,Strong,1.45,High,Aging Population,444975,1606,Suburban,Transport
2010-11-27,Montana,80412,177395,Abundant,3.81,Moderate,0.76,Moderate,Millennial Buyers,257987,2737,Urban,Good Schools
2015-08-20,New York,124083,149922,Limited,5.94,Strong,1.64,Low,Aging Population,1118825,1484,Urban,Good Schools
2017-03-31,Nevada,95310,110204,Limited,3.87,Moderate,1.08,Low,Millennial Buyers,275156,2162,Suburban,Transport
2016-01-01,California,115658,162675,Abundant,5.31,Moderate,0.64,High,Aging Population,1428652,2342,Urban,Good Schools
2011-09-15,Hawaii,83204,199038,Limited,4.99,Weak,1.05,Moderate,Aging Population,643218,3146,Suburban,Transport
2014-05-15,New Hampshire,191592,107159,Limited,3.34,Strong,1.5,Low,Aging Population,213077,1952,Suburban,Transport
2017-12-25,Iowa,61762,145744,Abundant,5.13,Weak,0.86,High,Aging Population,253509,2770,Urban,Good Schools
2023-03-15,Oregon,81968,108378,Limited,3.3,Strong,1.65,Low,Aging Population,797701,3015,Urban,Good Schools
2020-09-03,Arkansas,61120,126721,Abundant,5.76,Moderate,1.31,High,Millennial Buyers,661851,2825,Suburban,Transport
2015-04-04,Rhode Island,194866,193883,Abundant,5.38,Weak,1.61,Moderate,Aging Population,187387,2606,Suburban,Transport
2021-06-05,Rhode Island,129809,145683,Abundant,4.4,Weak,1.31,Moderate,Aging Population,211099,2764,Urban,Good Schools
2022-04-05,Kansas,140499,163646,Abundant,4.68,Strong,1.01,Moderate,Millennial Buyers,249994,2383,Suburban,Transport
2012-01-26,Colorado,166899,173020,Limited,5.18,Weak,1.07,Moderate,Millennial Buyers,747015,3158,Suburban,Transport
2011-06-03,West Virginia,91748,163873,Limited,3.6,Weak,1.41,Low,Aging Population,436761,3656,Suburban,Transport
2020-05-31,California,116286,180375,Abundant,5.61,Weak,0.53,Low,Aging Population,803977,3410,Suburban,Transport
2010-02-02,New York,189155,168167,Abundant,4.0,Strong,0.71,Low,Millennial Buyers,1572206,1721,Urban,Good Schools
2018-01-16,Maryland,76318,188802,Abundant,4.56,Strong,1.64,Moderate,Aging Population,216234,2954,Urban,Good Schools
2013-03-03,South Carolina,56860,117311,Limited,4.09,Weak,0.73,High,Aging Population,415302,3996,Urban,Good Schools
2012-01-15,Pennsylvania,150375,166504,Abundant,4.7,Moderate,1.29,Moderate,Aging Population,566513,2760,Suburban,Transport
2014-02-06,Nebraska,130851,190835,Abundant,4.77,Moderate,1.3,Moderate,Millennial Buyers,367113,2132,Suburban,Transport
2019-06-22,Missouri,78955,138699,Limited,3.06,Strong,1.68,Moderate,Millennial Buyers,588112,2539,Suburban,Transport
2020-04-13,New Mexico,68760,188593,Limited,4.73,Weak,0.64,Moderate,Aging Population,310829,2180,Suburban,Transport
2017-02-04,South Carolina,161563,102758,Limited,4.61,Strong,1.17,High,Millennial Buyers,585265,2059,Suburban,Transport
2012-02-23,Louisiana,199681,195754,Abundant,3.12,Moderate,0.78,Low,Aging Population,652140,1571,Urban,Good Schools
2019-07-26,New Mexico,95494,123834,Limited,4.92,Weak,0.84,Low,Millennial Buyers,435593,2714,Suburban,Transport
2018-01-28,Rhode Island,199481,135682,Limited,5.63,Weak,1.05,High,Aging Population,692784,1484,Suburban,Transport
2010-08-18,Colorado,80281,130247,Abundant,3.35,Moderate,0.8,Moderate,Aging Population,154942,3300,Suburban,Transport
2012-05-07,Maryland,152820,117710,Abundant,3.31,Moderate,1.1,Low,Millennial Buyers,391336,1226,Urban,Good Schools
2016-03-16,Idaho,186869,119927,Limited,3.58,Weak,1.85,Moderate,Millennial Buyers,729988,1780,Suburban,Transport
2021-09-14,Texas,145878,168393,Abundant,4.19,Weak,0.54,Moderate,Aging Population,501897,1772,Urban,Good Schools
2011-02-13,Montana,144707,118360,Limited,3.14,Moderate,1.27,High,Aging Population,712001,1008,Urban,Good Schools
2010-06-20,New York,158517,198799,Abundant,3.25,Weak,0.8,Low,Aging Population,951522,2910,Suburban,Transport
2011-06-25,Arizona,71891,143527,Limited,4.55,Weak,1.31,Moderate,Aging Population,285968,2330,Urban,Good Schools
2016-01-20,Alaska,50815,111794,Abundant,5.15,Moderate,0.68,High,Aging Population,500101,1548,Suburban,Transport
2016-04-23,California,179753,183211,Abundant,5.64,Weak,1.33,High,Aging Population,992888,2433,Urban,Good Schools
2017-01-11,Iowa,139749,117253,Abundant,4.37,Moderate,1.87,Moderate,Millennial Buyers,287444,3592,Urban,Good Schools
2011-09-06,Arizona,130444,144151,Abundant,3.29,Strong,1.03,Low,Millennial Buyers,327186,1288,Suburban,Transport
2015-10-03,Hawaii,118918,176411,Abundant,3.74,Moderate,1.17,Low,Aging Population,418794,1794,Suburban,Transport
2014-12-14,Nebraska,141072,118099,Abundant,5.12,Strong,1.66,High,Millennial Buyers,182670,2048,Suburban,Transport
2019-06-01,Michigan,91813,109598,Abundant,4.03,Weak,0.67,High,Millennial Buyers,339809,1011,Urban,Good Schools
2013-03-07,Louisiana,79037,150676,Limited,3.96,Moderate,1.17,Low,Millennial Buyers,450122,3630,Urban,Good Schools
2021-07-27,Oklahoma,166000,180910,Limited,3.03,Strong,1.74,High,Millennial Buyers,593953,1608,Suburban,Transport
2018-07-17,Alabama,187804,192013,Limited,3.08,Strong,1.46,High,Millennial Buyers,527334,2804,Urban,Good Schools
2020-01-01,California,122352,127738,Abundant,4.26,Strong,1.47,Moderate,Aging Population,1270734,3693,Urban,Good Schools
2014-05-30,Alabama,142691,139358,Abundant,5.69,Weak,0.55,Low,Millennial Buyers,775350,3219,Urban,Good Schools
2015-04-17,West Virginia,100992,192010,Limited,5.3,Strong,0.75,Low,Aging Population,192867,1704,Urban,Good Schools
2018-04-16,Delaware,187007,159905,Abundant,5.79,Moderate,1.51,Low,Aging Population,243443,1661,Urban,Good Schools
2011-07-19,Delaware,92890,138311,Limited,5.73,Strong,1.25,High,Millennial Buyers,302574,3369,Urban,Good Schools
2019-10-12,Wisconsin,132691,194063,Abundant,5.04,Weak,1.79,High,Aging Population,367622,3540,Suburban,Transport
2021-08-18,Alabama,143615,181887,Abundant,5.14,Moderate,1.18,Moderate,Aging Population,449480,3509,Urban,Good Schools
2016-07-16,North Carolina,51402,137818,Abundant,4.69,Moderate,0.89,High,Aging Population,788951,2719,Suburban,Transport
2014-01-11,South Dakota,158687,172238,Abundant,5.42,Strong,1.43,High,Millennial Buyers,329080,2382,Suburban,Transport
2017-03-15,Oklahoma,164083,167190,Abundant,5.24,Weak,1.0,Moderate,Millennial Buyers,799600,1678,Suburban,Transport
2015-01-10,Nevada,122162,131505,Limited,4.73,Strong,1.9,High,Aging Population,316934,1857,Urban,Good Schools
2023-06-30,Maine,93658,189378,Abundant,3.64,Moderate,1.56,Low,Millennial Buyers,685864,2725,Suburban,Transport
2019-07-08,Kansas,69838,138225,Abundant,4.09,Strong,0.65,Moderate,Millennial Buyers,685718,3979,Urban,Good Schools
2014-03-14,West Virginia,172762,105757,Limited,5.2,Strong,1.84,High,Aging Population,559800,1718,Suburban,Transport
2021-11-06,Mississippi,108685,158654,Abundant,3.5,Strong,1.46,Moderate,Millennial Buyers,528362,1676,Suburban,Transport
2016-10-20,Utah,85265,189607,Abundant,4.05,Strong,1.54,High,Aging Population,649998,3231,Urban,Good Schools
2021-07-09,Mississippi,122617,138473,Limited,3.71,Strong,1.2,Low,Millennial Buyers,776110,2023,Suburban,Transport
2013-03-18,Rhode Island,157222,144818,Limited,3.8,Weak,1.87,High,Millennial Buyers,515657,3696,Urban,Good Schools
2013-11-28,North Dakota,121309,190326,Abundant,4.06,Moderate,1.89,Moderate,Aging Population,349482,3993,Urban,Good Schools
2010-11-22,Michigan,100924,139688,Abundant,4.83,Strong,1.83,High,Aging Population,682678,3928,Urban,Good Schools
2012-11-17,Minnesota,119620,195401,Abundant,4.18,Moderate,0.83,Low,Aging Population,708820,3721,Suburban,Transport
2019-02-02,New Mexico,117188,128930,Limited,4.38,Moderate,1.23,Moderate,Millennial Buyers,207073,1370,Suburban,Transport
2022-12-05,Pennsylvania,153714,100389,Limited,4.57,Strong,0.98,High,Aging Population,224789,2510,Urban,Good Schools
2020-07-31,Colorado,180807,133873,Abundant,5.56,Strong,2.0,High,Millennial Buyers,757106,2019,Urban,Good Schools
2017-02-16,Michigan,132565,108681,Limited,5.94,Moderate,1.06,Moderate,Millennial Buyers,471930,2141,Suburban,Transport
2014-10-05,Iowa,101095,172289,Limited,3.29,Moderate,1.23,Moderate,Millennial Buyers,618571,2572,Suburban,Transport
2013-04-11,New Mexico,141756,172835,Limited,4.62,Moderate,1.15,Moderate,Aging Population,629322,1673,Urban,Good Schools
2011-09-13,Kansas,98757,157531,Abundant,4.53,Moderate,0.64,High,Aging Population,594056,2393,Urban,Good Schools
2013-10-06,Georgia,175396,116132,Abundant,5.47,Strong,0.68,Moderate,Aging Population,685301,2061,Urban,Good Schools
2017-11-19,Wisconsin,112929,110843,Limited,3.86,Weak,0.5,Low,Aging Population,201036,2174,Urban,Good Schools
2013-04-04,Hawaii,56176,118379,Abundant,5.13,Moderate,1.04,Low,Millennial Buyers,154244,2111,Suburban,Transport
2010-11-25,Illinois,147708,134948,Limited,3.94,Moderate,1.66,Moderate,Aging Population,424885,3026,Suburban,Transport
2011-10-11,Nevada,95679,141781,Abundant,4.32,Strong,1.58,High,Millennial Buyers,331005,2628,Suburban,Transport
2012-06-16,West Virginia,138189,111220,Limited,3.6,Strong,1.22,Low,Millennial Buyers,191370,2532,Urban,Good Schools
2020-08-18,South Carolina,104881,170417,Limited,5.26,Strong,1.72,Moderate,Millennial Buyers,724796,2650,Urban,Good Schools
2013-01-28,Maryland,95248,194719,Abundant,5.71,Weak,1.73,High,Aging Population,186555,2068,Urban,Good Schools
2015-03-07,South Carolina,189431,163918,Abundant,4.85,Strong,1.0,High,Millennial Buyers,471412,1238,Urban,Good Schools
2022-09-18,Texas,120917,184694,Abundant,5.0,Weak,1.27,Moderate,Millennial Buyers,156138,2429,Urban,Good Schools
2023-02-13,Massachusetts,186170,191885,Abundant,3.89,Strong,1.61,High,Millennial Buyers,190369,3711,Suburban,Transport
2022-05-27,Louisiana,115170,146740,Abundant,5.24,Weak,0.98,Moderate,Aging Population,661079,2465,Suburban,Transport
2021-08-05,Indiana,113336,146691,Limited,3.79,Moderate,1.24,Low,Millennial Buyers,592311,3728,Suburban,Transport
2014-05-13,Maryland,143137,106648,Abundant,5.47,Moderate,1.64,Low,Millennial Buyers,412431,2616,Suburban,Transport
2019-01-26,Washington,62329,169466,Limited,4.68,Weak,1.49,High,Millennial Buyers,295736,2072,Urban,Good Schools
2016-12-22,Nevada,95235,130327,Limited,3.1,Strong,1.03,Low,Aging Population,630578,3318,Suburban,Transport
2014-03-26,Arizona,107183,117620,Limited,5.77,Strong,1.02,Low,Aging Population,428709,2597,Urban,Good Schools
2021-11-15,Colorado,151267,129659,Limited,3.04,Weak,1.75,Low,Millennial Buyers,504479,3745,Urban,Good Schools
2012-10-20,Arizona,135040,197033,Abundant,4.79,Strong,1.28,Low,Aging Population,573337,2095,Urban,Good Schools
2015-05-26,Virginia,151624,149845,Limited,5.64,Weak,0.95,Low,Millennial Buyers,179777,2448,Urban,Good Schools
2023-08-29,Colorado,170877,155353,Limited,3.77,Moderate,1.62,High,Aging Population,520521,3844,Suburban,Transport
2014-09-11,Arizona,61238,109912,Limited,5.42,Strong,1.1,Moderate,Millennial Buyers,371346,1156,Urban,Good Schools
2014-09-14,Vermont,57983,131099,Limited,4.27,Moderate,1.09,Low,Millennial Buyers,521028,2296,Urban,Good Schools
2014-01-17,South Carolina,122221,179306,Abundant,3.45,Moderate,1.51,High,Aging Population,719968,1057,Suburban,Transport
2012-03-20,Georgia,167177,157026,Abundant,5.22,Strong,1.24,Moderate,Millennial Buyers,785151,2056,Urban,Good Schools
2017-10-21,Montana,52615,195363,Abundant,5.5,Strong,1.27,Low,Aging Population,539921,1415,Suburban,Transport
2012-09-05,Minnesota,74604,147679,Limited,5.82,Weak,1.25,Moderate,Aging Population,774188,3706,Urban,Good Schools
